精美装修   采光很好  业主急售 带车位,锦华小区 _ 兴华南街,3室2厅 | 122.34平米 | 南 北 | 精装 | 7层  | 板楼,"VR看装修,房本满五年,随时看房,商业类",106万,单价8665元/平米
满五唯一 5号地铁口 全明户型  出行方便 纯南朝向,中原新城新天地 _ 电力新村,3室1厅 | 91.07平米 | 西南 | 精装 | 中楼层(共31层)  | 塔楼,"近地铁,VR房源,房本满五年,随时看房",141万,单价15483元/平米
和昌澜景，精装修纯南小三房，不临高架、不临高架,和昌澜景 _ 儿童公园,3室1厅 | 85.75平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,"VR房源,房本满两年,随时看房",133万,单价15511元/平米
此房满五，东边户，楼层好，有钥匙，看房方便,正大花溪 _ 常西湖,3室1厅 | 91.83平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",116万,单价12633元/平米
晶华城 3室2厅 南,晶华城 _ 五龙口,3室2厅 | 90.05平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,"VR看装修,房本满五年,随时看房",129.8万,单价14415元/平米
千亩帝湖；双气大4房，朝阳，采光好！出门地铁口,帝湖西王府 _ 帝湖,4室2厅 | 187.01平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,"VR看装修,房本满五年,随时看房",224万,单价11978元/平米
碧沙岗一号线地铁口，刚需3房，位置好。,豫欣公司生活小区 _ 五一公园,3室1厅 | 87.52平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房,商业类",112万,单价12798元/平米
客厅朝南带阳台，公摊小，采光好，中间楼层,九龙城龙栖尚都 _ 五龙口,2室2厅 | 82.86平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,"VR房源,房本满五年,随时看房,商业类",116万,单价14000元/平米
满五 南北通透  交通便利 公摊少 阳光充足,工人路184号院 _ 电力新村,2室1厅 | 56.83平米 | 南 北 | 精装 | 中楼层(共5层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",170万,单价29914元/平米
和昌澜景 2室2厅 西南,和昌澜景 _ 儿童公园,2室2厅 | 78.03平米 | 西南 | 简装 | 高楼层(共32层)  | 板塔结合,"VR看装修,房本满两年,随时看房",115万,单价14738元/平米
出门地铁5号线，交通便利，精装修，诚意出售,中原新城新天地 _ 电力新村,1室0厅 | 50.28平米 | 北 | 精装 | 中楼层(共31层)  | 塔楼,"近地铁,VR看装修,房本满两年,随时看房",64万,单价12729元/平米
房子精装修 户型方正 业主诚心出售  满二,九龙城九龙国际 _ 五龙口,3室2厅 | 82.88平米 | 西南 | 精装 | 低楼层(共33层)  | 板塔结合,"VR看装修,房本满两年,随时看房",120万,单价14479元/平米
保利心语一期 3室2厅 南,保利心语一期 _ 中原万达,3室2厅 | 87.76平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,"VR看装修,房本满两年,随时看房",135万,单价15383元/平米
无抵押 无贷款 满五唯一 业主诚心,中原新城王府东院 _ 郑州一中,1室2厅 | 46.56平米 | 东北 | 精装 | 高楼层(共34层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",68万,单价14605元/平米
一楼带院 精装修 阔气三房 公摊小 实用面积大,伊河路29号院 _ 郑州晚报社,3室2厅 | 106.41平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,"VR房源,房本满两年,商业类",346万,单价32516元/平米
万达商圈，南北通透，中间楼层，采光好，看房随时。,阳光四季园 _ 中原万达,3室2厅 | 134.03平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年",185万,单价13803元/平米
互助路小 学家属院 两房 满五唯一,互助路小学家属院 _ 五一公园,2室1厅 | 49.61平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,"近地铁,VR房源,房本满五年",81万,单价16328元/平米
双气，地铁口，满五唯一，三房两厅,同汇花园1号院 _ 常西湖,3室2厅 | 113.4平米 | 南 北 | 简装 | 高楼层(共21层)  | 板塔结合,"近地铁,VR看装修,房本满五年",102万,单价8995元/平米
诚心出售近期精装修，已满五年税费少，户型通透,启福花园北 _ 儿童公园,3室2厅 | 125.77平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年",156万,单价12404元/平米
三环内 地铁口 采光好 年代新,中原水厂家属院 _ 交警二大队,3室2厅 | 111.33平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年",114万,单价10240元/平米
朝南小三房，电梯房，业主诚心出售。,工人路26号院 _ 郑州晚报社,3室1厅 | 102.32平米 | 南 | 简装 | 低楼层(共22层)  | 塔楼,"近地铁,VR看装修,房本满五年,商业类",239万,单价23359元/平米
三室两厅丨南北通透丨产权清晰丨地铁6号线,启福中原 _ 儿童公园,3室2厅 | 111.95平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",134万,单价11970元/平米
三环内精装小三房。地铁口，满二年 诚心出售,和昌澜景 _ 儿童公园,3室1厅 | 87.14平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,"VR看装修,房本满两年,随时看房,商业类",130万,单价14919元/平米
锦艺二期    通透三房   中间楼层   无遮挡   装修好,锦艺国际华都美域 _ 热电厂,3室2厅 | 89.48平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房,商业类",167万,单价18664元/平米
户型方正 南北通透户型 采光很好,汇泉城3号院 _ 常西湖,3室2厅 | 110.43平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,"VR看装修,房本满五年,随时看房,商业类",117万,单价10595元/平米
鹏飞花园 双气小三房 户型方正 采光通风好,鹏飞花园 _ 郑州一中,3室2厅 | 90.22平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房,商业类",112万,单价12415元/平米
正商明钻 全明两房 朝南户 全天无遮挡 采光充足有钥匙,正商明钻 _ 五龙口,2室2厅 | 92.3平米 | 东南 | 简装 | 低楼层(共21层)  | 板塔结合,"VR看装修,房本满五年,随时看房",120万,单价13002元/平米
西十里铺南路19号院 1室1厅 南,西十里铺南路19号院 _ 月季公园,1室1厅 | 48.41平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",32万,单价6611元/平米
农业路桐柏路南小三房，2003年建成，中间楼层，双阳台,嵩岳小区 _ 月季公园,3室1厅 | 88.49平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",100万,单价11301元/平米
西边户毛坯，全天采光无遮挡，三环里,和昌澜景 _ 儿童公园,3室1厅 | 89.84平米 | 南 西南 | 毛坯 | 高楼层(共33层)  | 板塔结合,"VR看装修,房本满两年,随时看房",139万,单价15472元/平米
近双地铁三甲医院小区z低价次新房,华瑞紫韵城景园 _ 常西湖,2室1厅 | 80.96平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,"近地铁,VR房源,房本满两年,随时看房",103万,单价12723元/平米
正商明钻      纯南精装两房     满五年     诚心出售,正商明钻 _ 五龙口,2室2厅 | 88.12平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,"VR看装修,房本满五年,随时看房",118万,单价13391元/平米
次新房，地铁口，南北户，2012年次新房，钥匙,同汇花园2号院 _ 常西湖,2室2厅 | 84.3平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",83万,单价9846元/平米
绿都城中间位置，满五年，小三房，格局方正,绿都城 _ 常西湖,3室2厅 | 89.08平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,"VR房源,房本满五年",132万,单价14819元/平米
地铁口 年代新 环境好 朝南小三房 业主诚心出售！,和润林湖美景 _ 热电厂,3室2厅 | 89.99平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,"VR看装修,房本满两年",127万,单价14113元/平米
龙源新城 5室2厅 南 北,龙源新城 _ 电力新村,5室2厅 | 168.17平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,"近地铁,VR看装修,房本满五年",335万,单价19921元/平米
此房满五唯一，二环边大4房，近五号线DT站,帝湖西王府 _ 帝湖,4室2厅 | 210.33平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,"VR看装修,房本满五年",237万,单价11269元/平米
欧式精装修 看房效果很好！业主诚心出售!,方圆经纬花园 _ 五一公园,3室2厅 | 84.76平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,"近地铁,VR房源,房本满五年",163万,单价19231元/平米
急售急售，满五唯一，电梯复式三房,乾宏领秀 _ 帝湖,3室1厅 | 59.97平米 | 东 | 简装 | 低楼层(共14层)  | 板楼,"VR房源,房本满五年",91万,单价15175元/平米
汇泉城3号院 3室2厅 南,汇泉城3号院 _ 常西湖,3室2厅 | 87.02平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"VR看装修,房本满两年,商业类",110万,单价12641元/平米
急售！五号线六号线双地铁，大型双气社区标准通透三房,市直机关家属院 _ 电力新村,3室2厅 | 101.22平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"VR房源,房本满五年,商业类",148万,单价14622元/平米
房子满五，公摊小，单价低，诚心卖房，看房方便,新世纪社区 _ 五龙口,3室1厅 | 63.53平米 | 南 北 | 简装 | 5层  | 板楼,"VR房源,房本满两年,商业类",57万,单价8973元/平米
央企开发人车分流精装地暖索菲亚衣柜,保利百合 _ 热电厂,2室1厅 | 86.79平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,"VR看装修,房本满五年",135万,单价15555元/平米
天誉龙邸北区 3室2厅 西 南,天誉龙邸北区 _ 五龙口,3室2厅 | 98.1平米 | 西 南 | 精装 | 33层  | 板楼,"VR看装修,房本满两年",132万,单价13456元/平米
房子看房方便，房东诚心出售。。,工人路184号院 _ 电力新村,2室1厅 | 56.83平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,"近地铁,VR看装修,房本满两年",170万,单价29914元/平米
三环内正商开发南北通透舒适三居,正商明钻 _ 五龙口,3室2厅 | 128.61平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,"VR看装修,房本满五年",170万,单价13219元/平米
精装小户型  户型方正，没有浪费空间,中原新城王府西院 _ 郑州一中,1室1厅 | 43.45平米 | 西 北 | 精装 | 中楼层(共34层)  | 塔楼,"近地铁,VR看装修,房本满两年",68万,单价15651元/平米
伏牛路102号院 3室1厅 南 北,伏牛路102号院 _ 汽车西站,3室1厅 | 103.58平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年",95万,单价9172元/平米
伏牛路淮河路，满五唯一，朝南，双气，小高层,70年代尚景小区 _ 儿童公园,2室1厅 | 57.48平米 | 南 | 精装 | 中楼层(共15层)  | 板塔结合,"近地铁,VR看装修,房本满五年",81万,单价14092元/平米
盛润美丽源 舒适大两房，两梯四户，中高层 满五年唯一,盛润美丽源 _ 五一公园,2室2厅 | 97.91平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,"VR看装修,房本满五年",138万,单价14095元/平米
婚房必选！视野采光好，全明户型。业主诚心总价低,水木清城南院 _ 常西湖,3室1厅 | 90.58平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",85万,单价9384元/平米
茜城社区 配套完善 交通便利，看房方便，诚心出售,茜城社区 _ 帝湖,3室2厅 | 111.23平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,"VR房源,房本满五年,随时看房",95万,单价8541元/平米
南北通透，满五唯一，业主急售，看房有钥匙！,锦艺国际华都欧尚 _ 热电厂,3室1厅 | 89.68平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房",171万,单价19068元/平米
西三环旁 绿都城 好楼层 南北通透三房 随时看房,绿都城 _ 常西湖,3室1厅 | 90.55平米 | 南 北 | 简装 | 中楼层(共18层)  | 塔楼,"VR看装修,房本满五年,随时看房",130万,单价14357元/平米
地铁口精装三房税费低多层二楼边户通风优质,同汇花园3号院 _ 常西湖,3室2厅 | 91.65平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",100万,单价10912元/平米
此房满五唯一   好楼层 双气错层房    格局好双卫,威尼斯水城一期 _ 五龙口,3室1厅 | 127.96平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,"VR看装修,房本满五年,随时看房",152万,单价11879元/平米
伊河路捡漏 必看好房 学府小区小三房,中原新城学府小区 _ 郑州晚报社,3室2厅 | 92.71平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,"VR看装修,房本满两年,随时看房",289万,单价31173元/平米
18年新小区，三环内地铁口，中原万达旁双气，,保利心语一期 _ 中原万达,3室2厅 | 85.34平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,"VR看装修,房本满五年,随时看房",141万,单价16523元/平米
业主诚心出售  税费较少 看房提前联系 南北通透户型,华瑞紫韵城丽园 _ 常西湖,3室2厅 | 129.27平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",156万,单价12068元/平米
2017年新小区，小区环境优美，精装修，无噪音,和昌澜景 _ 儿童公园,2室1厅 | 77.73平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,"VR看装修,房本满两年,随时看房",116万,单价14924元/平米
西流湖地铁口 正大花溪 通透三房 装修过未入住,正大花溪 _ 常西湖,3室2厅 | 91.81平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",104万,单价11328元/平米
万达商圈，南北通透 小区自带公园，两卧朝南 随时看房,阳光四季园 _ 中原万达,3室1厅 | 94.93平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",116万,单价12220元/平米
2016年建成 满五年唯一 总价低小三房 人车分流 诚心卖,升龙天汇3号院 _ 五龙口,3室1厅 | 88.47平米 | 西南 | 简装 | 高楼层(共32层)  | 板塔结合,"VR看装修,房本满两年,随时看房",124万,单价14017元/平米
业主诚售 单位家属院  观景层温馨大三房,电力A区332号院 _ 电力新村,3室2厅 | 144.37平米 | 东南 | 其他 | 高楼层(共18层)  | 塔楼,"VR看装修,房本满五年,随时看房",206万,单价14269元/平米
精品小区 一楼带院 大两房，南北格局，满五年双气,威尼斯水城三期 _ 五龙口,2室1厅 | 90.72平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,"VR房源,房本满五年,随时看房",129.5万,单价14275元/平米
精装双卫大三房，婚房装修，无多余税费，随时看房,升龙天汇10号院 _ 月季公园,3室2厅 | 133.51平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,"VR看装修,房本满两年,随时看房",203万,单价15205元/平米
地铁1——14号线，双地铁 18年新社区 满两年五增值税,水木清城北院 _ 常西湖,3室1厅 | 90.23平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",82万,单价9088元/平米
满两年，新小区，户型方正，地铁口采光好,水木清城北院 _ 常西湖,3室2厅 | 90.22平米 | 南 北 | 精装 | 高楼层(共28层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",90万,单价9976元/平米
全南小三房   精装修   中间楼层采光好,锦艺国际华都美域 _ 热电厂,3室1厅 | 88.07平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"近地铁,VR房源,房本满五年,随时看房",159万,单价18054元/平米
满五唯一  毛坯   三环内  地铁口  诚心出售,保利百合 _ 热电厂,3室1厅 | 87.52平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,"VR看装修,房本满五年,随时看房",143万,单价16340元/平米
帝湖湖畔 纯南大三居 电梯双气 中间位置  停车方便,帝湖西王府 _ 帝湖,3室2厅 | 131.38平米 | 西南 | 简装 | 高楼层(共33层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",141万,单价10733元/平米
